user,login_count,off_hour_logins,weekend_logins,unique_pcs_logon,off_hour_ratio,weekend_ratio,device_connections,unique_pcs_device,raw_anomaly_score,risk_score,is_anomaly,risk_level,risk_explanation,is_simulated,persona_description
Dtaa/Krc0455,737,165,0,73,0.2239,0.0,0,0,0.128039,36.95,0,Low,Excessive logins (737 total) | High off-hours activity (165 logins outside 8AM–6PM) | Logged into multiple PCs (73 distinct machines),0,
Dtaa/Mag0290,370,0,0,22,0.0,0.0,139,1,0.129207,36.66,0,Low,Excessive logins (370 total) | Logged into multiple PCs (22 distinct machines) | Excessive device connections (139 total),0,
Dtaa/Mxm0838,626,345,0,1,0.5511,0.0,242,1,0.129374,36.62,0,Low,Excessive logins (626 total) | High off-hours activity (345 logins outside 8AM–6PM) | Excessive device connections (242 total),0,
Dtaa/Iwm0482,345,0,0,1,0.0,0.0,35,1,0.129837,36.5,0,Low,Excessive logins (345 total) | Excessive device connections (35 total),0,
Dtaa/Kbb0983,345,0,0,1,0.0,0.0,40,1,0.129934,36.47,0,Low,Excessive logins (345 total) | Excessive device connections (40 total),0,
Dtaa/Smc0139,455,171,0,74,0.3758,0.0,0,0,0.130156,36.42,0,Low,Excessive logins (455 total) | High off-hours activity (171 logins outside 8AM–6PM) | Logged into multiple PCs (74 distinct machines),0,
Dtaa/Jrm0902,24,12,0,1,0.5,0.0,0,0,0.130161,36.42,0,Low,Elevated off-hours ratio (50% of logins are off-hours),0,
Dtaa/Jgb0062,636,159,0,25,0.25,0.0,67,1,0.130171,36.41,0,Low,Excessive logins (636 total) | High off-hours activity (159 logins outside 8AM–6PM) | Logged into multiple PCs (25 distinct machines) | Excessive device connections (67 total),0,
Dtaa/Gvh0277,361,0,0,15,0.0,0.0,139,1,0.130283,36.39,0,Low,Excessive logins (361 total) | Logged into multiple PCs (15 distinct machines) | Excessive device connections (139 total),0,
Dtaa/Dmr0377,748,181,0,67,0.242,0.0,0,0,0.130276,36.39,0,Low,Excessive logins (748 total) | High off-hours activity (181 logins outside 8AM–6PM) | Logged into multiple PCs (67 distinct machines),0,
Dtaa/Vah0262,685,12,0,51,0.0175,0.0,0,0,0.130912,36.23,0,Low,Excessive logins (685 total) | Logged into multiple PCs (51 distinct machines),0,
Dtaa/Ela0741,624,184,0,1,0.2949,0.0,98,1,0.131456,36.09,0,Low,Excessive logins (624 total) | High off-hours activity (184 logins outside 8AM–6PM) | Excessive device connections (98 total),0,
Dtaa/Qnc0832,733,349,0,68,0.4761,0.0,0,0,0.131534,36.07,0,Low,Excessive logins (733 total) | High off-hours activity (349 logins outside 8AM–6PM) | Logged into multiple PCs (68 distinct machines),0,
Dtaa/Lcg0546,628,181,0,1,0.2882,0.0,175,1,0.131627,36.05,0,Low,Excessive logins (628 total) | High off-hours activity (181 logins outside 8AM–6PM) | Excessive device connections (175 total),0,
Dtaa/Emz0196,656,173,0,42,0.2637,0.0,168,1,0.13189,35.98,0,Low,Excessive logins (656 total) | High off-hours activity (173 logins outside 8AM–6PM) | Logged into multiple PCs (42 distinct machines) | Excessive device connections (168 total),0,
Dtaa/Jsb0493,627,0,0,17,0.0,0.0,234,1,0.131947,35.97,0,Low,Excessive logins (627 total) | Logged into multiple PCs (17 distinct machines) | Excessive device connections (234 total),0,
Dtaa/Vmm0309,461,167,0,69,0.3623,0.0,0,0,0.131954,35.96,0,Low,Excessive logins (461 total) | High off-hours activity (167 logins outside 8AM–6PM) | Logged into multiple PCs (69 distinct machines),0,
Dtaa/Vma0051,639,0,0,12,0.0,0.0,208,1,0.13221,35.9,0,Low,Excessive logins (639 total) | Logged into multiple PCs (12 distinct machines) | Excessive device connections (208 total),0,
Dtaa/Yqw0689,692,350,0,52,0.5058,0.0,138,1,0.132389,35.85,0,Low,Excessive logins (692 total) | High off-hours activity (350 logins outside 8AM–6PM) | Logged into multiple PCs (52 distinct machines) | Excessive device connections (138 total),0,
Dtaa/Hcc0258,741,164,0,62,0.2213,0.0,0,0,0.133391,35.6,0,Low,Excessive logins (741 total) | High off-hours activity (164 logins outside 8AM–6PM) | Logged into multiple PCs (62 distinct machines),0,
Dtaa/Ngc0624,674,9,0,51,0.0134,0.0,0,0,0.133761,35.51,0,Low,Excessive logins (674 total) | Logged into multiple PCs (51 distinct machines),0,
Dtaa/Cls0819,345,0,0,1,0.0,0.0,34,1,0.133832,35.49,0,Low,Excessive logins (345 total) | Excessive device connections (34 total),0,
Dtaa/Zkh0388,674,349,0,44,0.5178,0.0,141,1,0.133866,35.48,0,Low,Excessive logins (674 total) | High off-hours activity (349 logins outside 8AM–6PM) | Logged into multiple PCs (44 distinct machines) | Excessive device connections (141 total),0,
Dtaa/Kkt0039,734,163,0,69,0.2221,0.0,0,0,0.13414,35.41,0,Low,Excessive logins (734 total) | High off-hours activity (163 logins outside 8AM–6PM) | Logged into multiple PCs (69 distinct machines),0,
Dtaa/Gnh0394,661,351,0,36,0.531,0.0,169,1,0.134211,35.39,0,Low,Excessive logins (661 total) | High off-hours activity (351 logins outside 8AM–6PM) | Logged into multiple PCs (36 distinct machines) | Excessive device connections (169 total),0,
Dtaa/Jsw0180,639,0,0,17,0.0,0.0,110,1,0.134613,35.29,0,Low,Excessive logins (639 total) | Logged into multiple PCs (17 distinct machines) | Excessive device connections (110 total),0,
Dtaa/Hib0604,345,0,0,1,0.0,0.0,137,1,0.134728,35.26,0,Low,Excessive logins (345 total) | Excessive device connections (137 total),0,
Dtaa/Jhm0408,629,345,0,1,0.5485,0.0,38,1,0.135004,35.19,0,Low,Excessive logins (629 total) | High off-hours activity (345 logins outside 8AM–6PM) | Excessive device connections (38 total),0,
Dtaa/Byb0347,622,174,0,1,0.2797,0.0,68,1,0.135415,35.09,0,Low,Excessive logins (622 total) | High off-hours activity (174 logins outside 8AM–6PM) | Excessive device connections (68 total),0,
Dtaa/Jct0410,629,345,0,1,0.5485,0.0,36,1,0.135502,35.07,0,Low,Excessive logins (629 total) | High off-hours activity (345 logins outside 8AM–6PM) | Excessive device connections (36 total),0,
Dtaa/Wjg0153,626,0,0,1,0.0,0.0,101,1,0.135542,35.06,0,Low,Excessive logins (626 total) | Excessive device connections (101 total),0,
Dtaa/Ccb0496,630,345,0,1,0.5476,0.0,210,1,0.13559,35.04,0,Low,Excessive logins (630 total) | High off-hours activity (345 logins outside 8AM–6PM) | Excessive device connections (210 total),0,
Dtaa/Sam0954,456,0,0,76,0.0,0.0,0,0,0.135904,34.97,0,Low,Excessive logins (456 total) | Logged into multiple PCs (76 distinct machines),0,
Dtaa/Dgm0240,742,0,0,72,0.0,0.0,0,0,0.13591,34.96,0,Low,Excessive logins (742 total) | Logged into multiple PCs (72 distinct machines),0,
Dtaa/Afn0918,647,178,0,18,0.2751,0.0,213,1,0.136095,34.92,0,Low,Excessive logins (647 total) | High off-hours activity (178 logins outside 8AM–6PM) | Logged into multiple PCs (18 distinct machines) | Excessive device connections (213 total),0,
Dtaa/Caw0976,610,158,0,1,0.259,0.0,110,1,0.13616,34.9,0,Low,Excessive logins (610 total) | High off-hours activity (158 logins outside 8AM–6PM) | Excessive device connections (110 total),0,
Dtaa/Ccg0876,626,173,0,18,0.2764,0.0,171,1,0.137044,34.68,0,Low,Excessive logins (626 total) | High off-hours activity (173 logins outside 8AM–6PM) | Logged into multiple PCs (18 distinct machines) | Excessive device connections (171 total),0,
Dtaa/Cjg0638,740,0,0,72,0.0,0.0,0,0,0.137322,34.61,0,Low,Excessive logins (740 total) | Logged into multiple PCs (72 distinct machines),0,
Dtaa/Jbs0483,628,167,0,1,0.2659,0.0,104,1,0.138353,34.35,0,Low,Excessive logins (628 total) | High off-hours activity (167 logins outside 8AM–6PM) | Excessive device connections (104 total),0,
Dtaa/Ghc0041,624,345,0,16,0.5529,0.0,171,1,0.13897,34.19,0,Low,Excessive logins (624 total) | High off-hours activity (345 logins outside 8AM–6PM) | Logged into multiple PCs (16 distinct machines) | Excessive device connections (171 total),0,
Dtaa/Cvw0133,670,345,0,36,0.5149,0.0,108,1,0.140636,33.77,0,Low,Excessive logins (670 total) | High off-hours activity (345 logins outside 8AM–6PM) | Logged into multiple PCs (36 distinct machines) | Excessive device connections (108 total),0,
Dtaa/Arm0416,626,345,0,1,0.5511,0.0,181,1,0.140695,33.75,0,Low,Excessive logins (626 total) | High off-hours activity (345 logins outside 8AM–6PM) | Excessive device connections (181 total),0,
Dtaa/Trb0414,713,357,0,63,0.5007,0.0,0,0,0.140801,33.73,0,Low,Excessive logins (713 total) | High off-hours activity (357 logins outside 8AM–6PM) | Logged into multiple PCs (63 distinct machines),0,
Dtaa/Trt0979,161,161,0,1,1.0,0.0,0,0,0.14106,33.66,0,Low,Excessive logins (161 total) | High off-hours activity (161 logins outside 8AM–6PM),0,
Dtaa/Ffp0721,628,349,0,20,0.5557,0.0,133,1,0.141085,33.66,0,Low,Excessive logins (628 total) | High off-hours activity (349 logins outside 8AM–6PM) | Logged into multiple PCs (20 distinct machines) | Excessive device connections (133 total),0,
Dtaa/Ewr0504,627,346,0,15,0.5518,0.0,34,1,0.141151,33.64,0,Low,Excessive logins (627 total) | High off-hours activity (346 logins outside 8AM–6PM) | Logged into multiple PCs (15 distinct machines) | Excessive device connections (34 total),0,
Dtaa/Egm0401,643,349,0,18,0.5428,0.0,65,1,0.142338,33.34,0,Low,Excessive logins (643 total) | High off-hours activity (349 logins outside 8AM–6PM) | Logged into multiple PCs (18 distinct machines) | Excessive device connections (65 total),0,
Dtaa/Nrm0093,367,350,0,21,0.9537,0.0,0,0,0.14419,32.87,0,Low,Excessive logins (367 total) | High off-hours activity (350 logins outside 8AM–6PM) | Logged into multiple PCs (21 distinct machines),0,
Dtaa/Drp0428,703,359,0,59,0.5107,0.0,0,0,0.144395,32.82,0,Low,Excessive logins (703 total) | High off-hours activity (359 logins outside 8AM–6PM) | Logged into multiple PCs (59 distinct machines),0,
Dtaa/Yvf0045,720,166,0,67,0.2306,0.0,0,0,0.145097,32.64,0,Low,Excessive logins (720 total) | High off-hours activity (166 logins outside 8AM–6PM) | Logged into multiple PCs (67 distinct machines),0,
Dtaa/Ssv0560,103,51,0,1,0.4951,0.0,0,0,0.145881,32.44,0,Low,Excessive logins (103 total) | High off-hours activity (51 logins outside 8AM–6PM),0,
Dtaa/Bkm0116,711,347,0,62,0.488,0.0,0,0,0.145982,32.42,0,Low,Excessive logins (711 total) | High off-hours activity (347 logins outside 8AM–6PM) | Logged into multiple PCs (62 distinct machines),0,
Dtaa/Hbb0402,697,176,0,61,0.2525,0.0,0,0,0.146862,32.2,0,Low,Excessive logins (697 total) | High off-hours activity (176 logins outside 8AM–6PM) | Logged into multiple PCs (61 distinct machines),0,
Dtaa/Skh0467,642,346,0,15,0.5389,0.0,66,1,0.146852,32.2,0,Low,Excessive logins (642 total) | High off-hours activity (346 logins outside 8AM–6PM) | Logged into multiple PCs (15 distinct machines) | Excessive device connections (66 total),0,
Dtaa/Kkw0945,636,345,0,18,0.5425,0.0,74,1,0.147102,32.13,0,Low,Excessive logins (636 total) | High off-hours activity (345 logins outside 8AM–6PM) | Logged into multiple PCs (18 distinct machines) | Excessive device connections (74 total),0,
Dtaa/Mst0883,166,166,0,1,1.0,0.0,0,0,0.147616,32.01,0,Low,Excessive logins (166 total) | High off-hours activity (166 logins outside 8AM–6PM),0,
Dtaa/Sxh0895,367,350,0,19,0.9537,0.0,0,0,0.148584,31.76,0,Low,Excessive logins (367 total) | High off-hours activity (350 logins outside 8AM–6PM) | Logged into multiple PCs (19 distinct machines),0,
Dtaa/Mjf0892,716,176,0,62,0.2458,0.0,0,0,0.148613,31.75,0,Low,Excessive logins (716 total) | High off-hours activity (176 logins outside 8AM–6PM) | Logged into multiple PCs (62 distinct machines),0,
Dtaa/Blb0079,710,346,0,62,0.4873,0.0,0,0,0.149055,31.64,0,Low,Excessive logins (710 total) | High off-hours activity (346 logins outside 8AM–6PM) | Logged into multiple PCs (62 distinct machines),0,
Dtaa/Tqc0249,365,351,0,21,0.9616,0.0,0,0,0.149081,31.63,0,Low,Excessive logins (365 total) | High off-hours activity (351 logins outside 8AM–6PM) | Logged into multiple PCs (21 distinct machines),0,
Dtaa/Sja0691,644,345,0,17,0.5357,0.0,137,1,0.150499,31.28,0,Low,Excessive logins (644 total) | High off-hours activity (345 logins outside 8AM–6PM) | Logged into multiple PCs (17 distinct machines) | Excessive device connections (137 total),0,
Dtaa/Qgf0292,719,170,0,59,0.2364,0.0,0,0,0.150833,31.19,0,Low,Excessive logins (719 total) | High off-hours activity (170 logins outside 8AM–6PM) | Logged into multiple PCs (59 distinct machines),0,
Dtaa/Drn0845,736,0,0,63,0.0,0.0,0,0,0.150891,31.18,0,Low,Excessive logins (736 total) | Logged into multiple PCs (63 distinct machines),0,
Dtaa/Alk0520,712,172,0,64,0.2416,0.0,0,0,0.151149,31.11,0,Low,Excessive logins (712 total) | High off-hours activity (172 logins outside 8AM–6PM) | Logged into multiple PCs (64 distinct machines),0,
Dtaa/Bmr0412,735,0,0,62,0.0,0.0,0,0,0.151575,31.0,0,Low,Excessive logins (735 total) | Logged into multiple PCs (62 distinct machines),0,
Dtaa/Nfd0706,719,178,0,59,0.2476,0.0,0,0,0.151802,30.95,0,Low,Excessive logins (719 total) | High off-hours activity (178 logins outside 8AM–6PM) | Logged into multiple PCs (59 distinct machines),0,
Dtaa/Ajb0370,626,345,0,17,0.5511,0.0,104,1,0.151798,30.95,0,Low,Excessive logins (626 total) | High off-hours activity (345 logins outside 8AM–6PM) | Logged into multiple PCs (17 distinct machines) | Excessive device connections (104 total),0,
Dtaa/Ssh0144,716,182,0,56,0.2542,0.0,0,0,0.153373,30.55,0,Low,Excessive logins (716 total) | High off-hours activity (182 logins outside 8AM–6PM) | Logged into multiple PCs (56 distinct machines),0,
Dtaa/Ndh0807,243,0,0,33,0.0,0.0,0,0,0.156296,29.81,0,Low,Excessive logins (243 total) | Logged into multiple PCs (33 distinct machines),0,
Dtaa/Tgc0670,710,349,0,56,0.4915,0.0,0,0,0.157273,29.56,0,Low,Excessive logins (710 total) | High off-hours activity (349 logins outside 8AM–6PM) | Logged into multiple PCs (56 distinct machines),0,
Dtaa/Mdt0356,694,167,0,54,0.2406,0.0,0,0,0.157549,29.49,0,Low,Excessive logins (694 total) | High off-hours activity (167 logins outside 8AM–6PM) | Logged into multiple PCs (54 distinct machines),0,
Dtaa/Nmc0251,362,345,0,18,0.953,0.0,0,0,0.157659,29.47,0,Low,Excessive logins (362 total) | High off-hours activity (345 logins outside 8AM–6PM) | Logged into multiple PCs (18 distinct machines),0,
Dtaa/Nac0161,708,348,0,55,0.4915,0.0,0,0,0.158116,29.35,0,Low,Excessive logins (708 total) | High off-hours activity (348 logins outside 8AM–6PM) | Logged into multiple PCs (55 distinct machines),0,
Dtaa/Dwf0128,275,0,0,35,0.0,0.0,0,0,0.15916,29.09,0,Low,Excessive logins (275 total) | Logged into multiple PCs (35 distinct machines),0,
Dtaa/Qlw0941,719,0,0,60,0.0,0.0,0,0,0.159204,29.08,0,Low,Excessive logins (719 total) | Logged into multiple PCs (60 distinct machines),0,
Dtaa/Hcm0681,691,353,0,48,0.5109,0.0,0,0,0.160536,28.74,0,Low,Excessive logins (691 total) | High off-hours activity (353 logins outside 8AM–6PM) | Logged into multiple PCs (48 distinct machines),0,
Dtaa/Hed0802,711,0,0,59,0.0,0.0,0,0,0.161094,28.6,0,Low,Excessive logins (711 total) | Logged into multiple PCs (59 distinct machines),0,
Dtaa/Rig0024,136,61,0,1,0.4485,0.0,0,0,0.161511,28.49,0,Low,Excessive logins (136 total) | High off-hours activity (61 logins outside 8AM–6PM),0,
Dtaa/Sbh0674,678,353,0,48,0.5206,0.0,0,0,0.163828,27.91,0,Low,Excessive logins (678 total) | High off-hours activity (353 logins outside 8AM–6PM) | Logged into multiple PCs (48 distinct machines),0,
Dtaa/Cib0489,4,0,0,1,0.0,0.0,0,0,0.163897,27.89,0,Low,No significant anomalies detected.,0,
Dtaa/Bws0872,673,1,0,50,0.0015,0.0,0,0,0.165059,27.6,0,Low,Excessive logins (673 total) | Logged into multiple PCs (50 distinct machines),0,
Dtaa/Nwt0708,238,238,0,1,1.0,0.0,0,0,0.16538,27.52,0,Low,Excessive logins (238 total) | High off-hours activity (238 logins outside 8AM–6PM),0,
Dtaa/Ldb0961,676,178,0,51,0.2633,0.0,0,0,0.165361,27.52,0,Low,Excessive logins (676 total) | High off-hours activity (178 logins outside 8AM–6PM) | Logged into multiple PCs (51 distinct machines),0,
Dtaa/Daw0123,220,220,0,1,1.0,0.0,0,0,0.16591,27.38,0,Low,Excessive logins (220 total) | High off-hours activity (220 logins outside 8AM–6PM),0,
Dtaa/Dns0937,718,0,0,56,0.0,0.0,0,0,0.166501,27.23,0,Low,Excessive logins (718 total) | Logged into multiple PCs (56 distinct machines),0,
Dtaa/Glb0715,710,0,0,57,0.0,0.0,0,0,0.166586,27.21,0,Low,Excessive logins (710 total) | Logged into multiple PCs (57 distinct machines),0,
Dtaa/Cgm0319,684,350,0,48,0.5117,0.0,0,0,0.16707,27.09,0,Low,Excessive logins (684 total) | High off-hours activity (350 logins outside 8AM–6PM) | Logged into multiple PCs (48 distinct machines),0,
Dtaa/Ses0660,19,0,0,1,0.0,0.0,0,0,0.167277,27.04,0,Low,No significant anomalies detected.,0,
Dtaa/Bth0004,214,46,0,1,0.215,0.0,0,0,0.167571,26.96,0,Low,Excessive logins (214 total) | High off-hours activity (46 logins outside 8AM–6PM),0,
Dtaa/Daw0199,146,69,0,1,0.4726,0.0,0,0,0.167707,26.93,0,Low,Excessive logins (146 total) | High off-hours activity (69 logins outside 8AM–6PM),0,
Dtaa/Rth0376,44,0,0,1,0.0,0.0,0,0,0.167888,26.88,0,Low,No significant anomalies detected.,0,
Dtaa/Pdb0413,44,0,0,1,0.0,0.0,0,0,0.167888,26.88,0,Low,No significant anomalies detected.,0,
Dtaa/Jdr0685,699,346,0,50,0.495,0.0,0,0,0.167927,26.87,0,Low,Excessive logins (699 total) | High off-hours activity (346 logins outside 8AM–6PM) | Logged into multiple PCs (50 distinct machines),0,
Dtaa/Bdh0038,691,345,0,49,0.4993,0.0,0,0,0.169084,26.58,0,Low,Excessive logins (691 total) | High off-hours activity (345 logins outside 8AM–6PM) | Logged into multiple PCs (49 distinct machines),0,
Dtaa/Bpb0808,677,349,0,49,0.5155,0.0,0,0,0.16924,26.54,0,Low,Excessive logins (677 total) | High off-hours activity (349 logins outside 8AM–6PM) | Logged into multiple PCs (49 distinct machines),0,
Dtaa/Ldm0318,260,260,0,1,1.0,0.0,0,0,0.169777,26.4,0,Low,Excessive logins (260 total) | High off-hours activity (260 logins outside 8AM–6PM),0,
Dtaa/Bgw0009,59,0,0,1,0.0,0.0,0,0,0.172998,25.59,0,Low,No significant anomalies detected.,0,
Dtaa/Mgy0732,482,0,0,42,0.0,0.0,0,0,0.173215,25.54,0,Low,Excessive logins (482 total) | Logged into multiple PCs (42 distinct machines),0,
Dtaa/Gdg0184,669,171,0,41,0.2556,0.0,0,0,0.173223,25.53,0,Low,Excessive logins (669 total) | High off-hours activity (171 logins outside 8AM–6PM) | Logged into multiple PCs (41 distinct machines),0,
Dtaa/Cdk0329,360,347,0,15,0.9639,0.0,0,0,0.17355,25.45,0,Low,Excessive logins (360 total) | High off-hours activity (347 logins outside 8AM–6PM) | Logged into multiple PCs (15 distinct machines),0,
Dtaa/Ccm0827,535,153,0,17,0.286,0.0,0,0,0.175765,24.89,0,Low,Excessive logins (535 total) | High off-hours activity (153 logins outside 8AM–6PM) | Logged into multiple PCs (17 distinct machines),0,
Dtaa/Jxc0393,696,0,0,50,0.0,0.0,0,0,0.176812,24.63,0,Low,Excessive logins (696 total) | Logged into multiple PCs (50 distinct machines),0,
Dtaa/Dro0126,626,159,0,18,0.254,0.0,0,0,0.177079,24.56,0,Low,Excessive logins (626 total) | High off-hours activity (159 logins outside 8AM–6PM) | Logged into multiple PCs (18 distinct machines),0,
Dtaa/Cbr0104,642,1,0,23,0.0016,0.0,0,0,0.180558,23.68,0,Low,Excessive logins (642 total) | Logged into multiple PCs (23 distinct machines),0,
Dtaa/Bmm0247,259,0,0,17,0.0,0.0,0,0,0.180764,23.63,0,Low,Excessive logins (259 total) | Logged into multiple PCs (17 distinct machines),0,
Dtaa/Ghb0863,627,186,0,19,0.2967,0.0,0,0,0.182726,23.13,0,Low,Excessive logins (627 total) | High off-hours activity (186 logins outside 8AM–6PM) | Logged into multiple PCs (19 distinct machines),0,
Dtaa/Ddd0915,644,190,0,14,0.295,0.0,0,0,0.183702,22.88,0,Low,Excessive logins (644 total) | High off-hours activity (190 logins outside 8AM–6PM) | Logged into multiple PCs (14 distinct machines),0,
Dtaa/Wfl0495,294,153,0,22,0.5204,0.0,0,0,0.183794,22.86,0,Low,Excessive logins (294 total) | High off-hours activity (153 logins outside 8AM–6PM) | Logged into multiple PCs (22 distinct machines),0,
Dtaa/Aum0365,626,164,0,20,0.262,0.0,0,0,0.184867,22.59,0,Low,Excessive logins (626 total) | High off-hours activity (164 logins outside 8AM–6PM) | Logged into multiple PCs (20 distinct machines),0,
Dtaa/Ecb0185,383,177,0,36,0.4621,0.0,0,0,0.185806,22.35,0,Low,Excessive logins (383 total) | High off-hours activity (177 logins outside 8AM–6PM) | Logged into multiple PCs (36 distinct machines),0,
Dtaa/Jba0373,650,352,0,25,0.5415,0.0,0,0,0.186162,22.26,0,Low,Excessive logins (650 total) | High off-hours activity (352 logins outside 8AM–6PM) | Logged into multiple PCs (25 distinct machines),0,
Dtaa/Umb0449,633,164,0,21,0.2591,0.0,0,0,0.186634,22.14,0,Low,Excessive logins (633 total) | High off-hours activity (164 logins outside 8AM–6PM) | Logged into multiple PCs (21 distinct machines),0,
Dtaa/Mvp0572,635,199,0,9,0.3134,0.0,0,0,0.187662,21.88,0,Low,Excessive logins (635 total) | High off-hours activity (199 logins outside 8AM–6PM) | Logged into multiple PCs (9 distinct machines),0,
Dtaa/Bgv0046,633,174,0,26,0.2749,0.0,0,0,0.189366,21.45,0,Low,Excessive logins (633 total) | High off-hours activity (174 logins outside 8AM–6PM) | Logged into multiple PCs (26 distinct machines),0,
Dtaa/Bls0098,377,165,0,32,0.4377,0.0,0,0,0.190446,21.18,0,Low,Excessive logins (377 total) | High off-hours activity (165 logins outside 8AM–6PM) | Logged into multiple PCs (32 distinct machines),0,
Dtaa/Msm0226,641,0,0,31,0.0,0.0,0,0,0.190792,21.09,0,Low,Excessive logins (641 total) | Logged into multiple PCs (31 distinct machines),0,
Dtaa/Mcr0375,656,349,0,24,0.532,0.0,0,0,0.19165,20.88,0,Low,Excessive logins (656 total) | High off-hours activity (349 logins outside 8AM–6PM) | Logged into multiple PCs (24 distinct machines),0,
Dtaa/Cde0193,650,0,0,26,0.0,0.0,0,0,0.191909,20.81,0,Low,Excessive logins (650 total) | Logged into multiple PCs (26 distinct machines),0,
Dtaa/Aaa0371,536,290,0,16,0.541,0.0,0,0,0.193,20.53,0,Low,Excessive logins (536 total) | High off-hours activity (290 logins outside 8AM–6PM) | Logged into multiple PCs (16 distinct machines),0,
Dtaa/Ftb0295,127,0,0,1,0.0,0.0,0,0,0.193104,20.51,0,Low,Excessive logins (127 total),0,
Dtaa/Kpb0665,185,98,0,1,0.5297,0.0,0,0,0.193176,20.49,0,Low,Excessive logins (185 total) | High off-hours activity (98 logins outside 8AM–6PM),0,
Dtaa/Aas0709,639,172,0,19,0.2692,0.0,0,0,0.193663,20.37,0,Low,Excessive logins (639 total) | High off-hours activity (172 logins outside 8AM–6PM) | Logged into multiple PCs (19 distinct machines),0,
Dtaa/Jhc0703,358,2,0,11,0.0056,0.0,0,0,0.19393,20.3,0,Low,Excessive logins (358 total) | Logged into multiple PCs (11 distinct machines),0,
Dtaa/Pbh0441,131,0,0,1,0.0,0.0,0,0,0.194829,20.07,0,Low,Excessive logins (131 total),0,
Dtaa/Mmh0581,638,348,0,21,0.5455,0.0,0,0,0.195183,19.98,0,Low,Excessive logins (638 total) | High off-hours activity (348 logins outside 8AM–6PM) | Logged into multiple PCs (21 distinct machines),0,
Dtaa/Mbr0166,641,0,0,25,0.0,0.0,0,0,0.195206,19.98,0,Low,Excessive logins (641 total) | Logged into multiple PCs (25 distinct machines),0,
Dtaa/Mnb0956,374,159,0,26,0.4251,0.0,0,0,0.195349,19.94,0,Low,Excessive logins (374 total) | High off-hours activity (159 logins outside 8AM–6PM) | Logged into multiple PCs (26 distinct machines),0,
Dtaa/Dcb0462,640,348,0,20,0.5438,0.0,0,0,0.197263,19.46,0,Low,Excessive logins (640 total) | High off-hours activity (348 logins outside 8AM–6PM) | Logged into multiple PCs (20 distinct machines),0,
Dtaa/Iah0822,636,346,0,19,0.544,0.0,0,0,0.197479,19.4,0,Low,Excessive logins (636 total) | High off-hours activity (346 logins outside 8AM–6PM) | Logged into multiple PCs (19 distinct machines),0,
Dtaa/Bhh0460,141,0,0,1,0.0,0.0,0,0,0.199647,18.86,0,Low,Excessive logins (141 total),0,
Dtaa/Bam0466,361,163,0,17,0.4515,0.0,0,0,0.20004,18.76,0,Low,Excessive logins (361 total) | High off-hours activity (163 logins outside 8AM–6PM) | Logged into multiple PCs (17 distinct machines),0,
Dtaa/Ldg0406,642,0,0,12,0.0,0.0,0,0,0.200348,18.68,0,Low,Excessive logins (642 total) | Logged into multiple PCs (12 distinct machines),0,
Dtaa/Jsh0326,630,192,0,1,0.3048,0.0,0,0,0.200517,18.64,0,Low,Excessive logins (630 total) | High off-hours activity (192 logins outside 8AM–6PM),0,
Dtaa/Ulb0178,635,0,0,19,0.0,0.0,0,0,0.200877,18.54,0,Low,Excessive logins (635 total) | Logged into multiple PCs (19 distinct machines),0,
Dtaa/Llb0843,609,182,0,1,0.2989,0.0,0,0,0.201103,18.49,0,Low,Excessive logins (609 total) | High off-hours activity (182 logins outside 8AM–6PM),0,
Dtaa/Vuf0522,610,182,0,1,0.2984,0.0,0,0,0.201983,18.26,0,Low,Excessive logins (610 total) | High off-hours activity (182 logins outside 8AM–6PM),0,
Dtaa/Hwg0148,628,188,0,1,0.2994,0.0,0,0,0.202979,18.01,0,Low,Excessive logins (628 total) | High off-hours activity (188 logins outside 8AM–6PM),0,
Dtaa/Jlc0711,630,188,0,1,0.2984,0.0,0,0,0.203855,17.79,0,Low,Excessive logins (630 total) | High off-hours activity (188 logins outside 8AM–6PM),0,
Dtaa/Rjp0345,626,165,0,1,0.2636,0.0,0,0,0.203903,17.78,0,Low,Excessive logins (626 total) | High off-hours activity (165 logins outside 8AM–6PM),0,
Dtaa/Tsm0130,617,182,0,1,0.295,0.0,0,0,0.204077,17.74,0,Low,Excessive logins (617 total) | High off-hours activity (182 logins outside 8AM–6PM),0,
Dtaa/Kjm0614,605,178,0,1,0.2942,0.0,0,0,0.204334,17.67,0,Low,Excessive logins (605 total) | High off-hours activity (178 logins outside 8AM–6PM),0,
Dtaa/Okg0160,639,346,0,11,0.5415,0.0,0,0,0.204738,17.57,0,Low,Excessive logins (639 total) | High off-hours activity (346 logins outside 8AM–6PM) | Logged into multiple PCs (11 distinct machines),0,
Dtaa/Vap0168,617,169,0,1,0.2739,0.0,0,0,0.207755,16.81,0,Low,Excessive logins (617 total) | High off-hours activity (169 logins outside 8AM–6PM),0,
Dtaa/Hcp0315,626,179,0,1,0.2859,0.0,0,0,0.208348,16.66,0,Low,Excessive logins (626 total) | High off-hours activity (179 logins outside 8AM–6PM),0,
Dtaa/Rrl0780,611,175,0,1,0.2864,0.0,0,0,0.208324,16.66,0,Low,Excessive logins (611 total) | High off-hours activity (175 logins outside 8AM–6PM),0,
